ERROR NR.:      1925; MESS:Unknown member SEEKLAUSEND.; CODE:RETURN thisform.seeklausend.journalid; PROC:unload; LINE:         1; ALIAS:COMDOKPROP recno: 124; VERSIA:; KPV:29.08.2024 15:12:42;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 492; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 509; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:53:40;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Popup (l_menu) From Mrow(), Mcol() Font (l_font), (l_font_size) Title l_menu; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 132; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 132; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 133; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 133; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 134; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 134; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 403; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 403; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 564; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 564; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 584; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 584; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 593; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 593; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 607; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 607; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 613; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 613; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 615; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 615; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 617; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 617; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 618; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 618; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Define Bar lnBarNo Of (l_menu) Prompt l_caption; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 619; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:       165; MESS:Menu has not been defined with DEFINE POPUP.; CODE:&lcString; PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 619; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:        10; MESS:Syntax error.; CODE:Activate Popup (l_menu); PROC:create_menu_from_model; LINE:        11; ALIAS:CURMENUREMOTE recno: 621; VERSIA:; KPV:18.09.2024 17:53:46;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 559; VERSIA:; KPV:18.09.2024 17:55:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:18.09.2024 17:55:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:18.09.2024 17:55:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:18.09.2024 17:55:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 569; VERSIA:; KPV:18.09.2024 17:55:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 559; VERSIA:; KPV:18.09.2024 17:58:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:18.09.2024 17:58:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:18.09.2024 17:58:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:18.09.2024 17:58:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 569; VERSIA:; KPV:18.09.2024 17:58:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 559; VERSIA:; KPV:18.09.2024 18:07:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:18.09.2024 18:07:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:18.09.2024 18:07:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:18.09.2024 18:07:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 569; VERSIA:; KPV:18.09.2024 18:07:49;
ERROR NR.:        12; MESS:Variable 'ISNULL' is not found.; CODE:IF !isnull AND !EMPTY(.table1); PROC:add; LINE:         8; ALIAS:COMOBJEKTTAOTLUS recno: 1; VERSIA:; KPV:18.09.2024 18:08:16;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 87; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       114; ALIAS:CURMENUREMOTE recno: 87; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 279; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 280; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:24.09.2024 09:42:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 09:44:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 09:44:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 09:44:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 09:44:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 09:44:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:09:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:09:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:09:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:09:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:09:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:13:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:13:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:13:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:13:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:13:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:17:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:17:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:17:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:17:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:17:32;
ERROR NR.:        12; MESS:Variable 'KUU' is not found.; CODE:Locate For tmp_period.aasta = Year(l_kpv) And kuu = Month(l_kpv); PROC:is_period; LINE:        11; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:24.09.2024 10:18:29;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:21:03;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:21:03;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:21:03;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:21:03;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:21:03;
ERROR NR.:        12; MESS:Variable 'KUU' is not found.; CODE:Locate For tmp_period.aasta = Year(l_kpv) And kuu = Month(l_kpv); PROC:is_period; LINE:        11; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:24.09.2024 10:23:39;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:36:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:36:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:36:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:36:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:36:16;
ERROR NR.:        12; MESS:Variable 'TUN1' is not found.; CODE:Variable 'TUN1' is not found.; PROC:objekt.mychk1.ControlSource; LINE:         0; ALIAS:V_OBJEKT recno: 1; VERSIA:; KPV:24.09.2024 10:39:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:43:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:43:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:43:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:43:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:43:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 532; VERSIA:; KPV:24.09.2024 10:47:52;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:24.09.2024 10:47:52;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 542; VERSIA:; KPV:24.09.2024 10:47:52;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:24.09.2024 10:47:52;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 550; VERSIA:; KPV:24.09.2024 10:47:52;
ERROR NR.:        12; MESS:Variable 'TUN1' is not found.; CODE:Variable 'TUN1' is not found.; PROC:objekt.mychk1.ControlSource; LINE:         0; ALIAS:V_OBJEKT recno: 1; VERSIA:; KPV:24.09.2024 10:50:39;
ERROR NR.:        12; MESS:Variable 'TUN1' is not found.; CODE:Variable 'TUN1' is not found.; PROC:objekt.mychk1.ControlSource; LINE:         0; ALIAS:V_OBJEKT recno: 1; VERSIA:; KPV:24.09.2024 10:50:48;
ERROR NR.:        12; MESS:Variable 'TUN1' is not found.; CODE:Variable 'TUN1' is not found.; PROC:objekt.mychk1.ControlSource; LINE:         0; ALIAS:V_OBJEKT recno: 1; VERSIA:; KPV:24.09.2024 10:50:56;
ERROR NR.:        12; MESS:Variable 'TUN1' is not found.; CODE:Variable 'TUN1' is not found.; PROC:objekt.mychk1.ControlSource; LINE:         0; ALIAS:V_OBJEKT recno: 1; VERSIA:; KPV:24.09.2024 10:51:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 559; VERSIA:; KPV:25.09.2024 13:00:01;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:25.09.2024 13:00:01;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:25.09.2024 13:00:01;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:25.09.2024 13:00:01;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 569; VERSIA:; KPV:25.09.2024 13:00:01;
ERROR NR.:        52; MESS:No table is open in the current work area.; CODE:replace fltrAruanne.kpv2 WITH GOMONTH(DATE(YEAR(fltrAruanne.kpv2), MONTH(fltrAruanne.kpv2),01),1) - 1; PROC:SALDOARUANNE.TXTKPV2.VALID; LINE:         3; ALIAS: recno: 0; VERSIA:; KPV:25.09.2024 13:00:29;
ERROR NR.:        12; MESS:Variable 'TCNAME' is not found.; CODE:LOCATE FOR curPrinter.objekt = alltrim(upper(objekt)) = alltrim(upper(tcname)) AND id = 1; PROC:init; LINE:         7; ALIAS:CURPRINTER recno: 1; VERSIA:; KPV:25.09.2024 13:00:34;
